season,family,gid,plant,replicated,P_rachis_weight,soluble_solids
2020,jardin,G_Moscatel.Rosada,1,R1,4,22
2020,jardin,G_Moscatel.Rosada,1,R2,5.2,22
2020,jardin,G_Moscatel.Rosada,2,R1,1.9,23
2020,jardin,G_Moscatel.Rosada,2,R2,3.2,22
2020,jardin,G_Moscatel.Rosada,2,R3,3.1,NA
2020,jardin,G_Retagliado.Bianco,1,R1,3.5,14
2020,jardin,G_Retagliado.Bianco,1,R2,6,16
2020,jardin,G_Retagliado.Bianco,1,R3,4.3,16
2020,jardin,G_Retagliado.Bianco,2,R1,2.7,19
2020,jardin,G_Retagliado.Bianco,2,R2,6.6,17
2020,jardin,G_Retagliado.Bianco,2,R3,5.1,19
2020,jardin,G_Retagliado.Bianco,3,R1,7.2,14
2020,jardin,G_Retagliado.Bianco,3,R2,5.3,16
2020,jardin,G_Retagliado.Bianco,3,R3,3.5,16
2020,jardin,G_Crimson,1,R1,2.5,21
2020,jardin,G_Crimson,1,R2,3.1,20
2020,jardin,G_Crimson,1,R3,3.1,20
2020,jardin,G_Crimson,2,R1,2.1,23
2020,jardin,G_Crimson,2,R2,2.8,21
2020,jardin,G_Crimson,2,R3,3.8,23
2020,jardin,G_Crimson,3,R1,2.7,24
2020,jardin,G_Crimson,3,R2,1.2,23
2020,jardin,G_Crimson,3,R3,4.8,23
2019,jardin,G_Csaba.Gyangye,1,R1,2,23
2019,jardin,G_Csaba.Gyangye,1,R2,5,22
2019,jardin,G_Csaba.Gyangye,2,R1,7,24
2019,jardin,G_Csaba.Gyangye,2,R2,3,23
2019,jardin,G_Csaba.Gyangye,2,R3,6,20
2019,jardin,G_AG.Isioum,1,R1,6,17
2019,jardin,G_AG.Isioum,1,R2,12,17
2019,jardin,G_AG.Isioum,1,R3,9,16
2019,jardin,G_Chaselas.Musque,1,R1,9,15
2019,jardin,G_Chaselas.Musque,1,R2,8,19
2019,jardin,G_Chaselas.Musque,1,R3,7,13
2019,jardin,G_Chaselas.Musque,2,R1,6,15
2019,jardin,G_Chaselas.Musque,2,R2,6,16
2019,jardin,G_Chaselas.Musque,2,R3,6,13
2019,jardin,G_Chaselas.Musque,3,R1,5,15
2019,jardin,G_Chaselas.Musque,3,R2,7,15
2019,jardin,G_Chaselas.Musque,3,R3,4,18
2019,jardin,G_Flame,1,R1,7,19
2019,jardin,G_Flame,1,R2,4,18
2019,jardin,G_Flame,1,R3,5,17
2019,jardin,G_Flame,2,R1,6,19
2019,jardin,G_Flame,2,R2,9,18
2019,jardin,G_Flame,2,R3,7,18
2019,jardin,G_Flame,3,R1,8,19
2019,jardin,G_Flame,3,R2,4,19
2019,jardin,G_Flame,3,R3,6,18
2019,jardin,G_Ilusion,1,R1,4,16
2019,jardin,G_Ilusion,1,R2,8,17
2019,jardin,G_Ilusion,1,R3,8,16
2019,jardin,G_Ilusion,2,R1,8,19
2019,jardin,G_Ilusion,2,R2,9,20
2019,jardin,G_Ilusion,2,R3,9,17
2019,jardin,G_Beauty,1,R1,10,15
2019,jardin,G_Beauty,1,R2,4,17
2019,jardin,G_Beauty,1,R3,5,19
2019,jardin,G_Beauty,2,R1,6,18
2019,jardin,G_Beauty,2,R2,12,18
2019,jardin,G_Beauty,2,R3,10,15
2019,jardin,G_Olivette,1,R1,5,18
2019,jardin,G_Olivette,1,R2,5,19
2019,jardin,G_Olivette,1,R3,8,17
2019,jardin,G_Olivette,2,R1,4,18
2019,jardin,G_Olivette,2,R2,8,19
2019,jardin,G_Superior,1,R1,5,18
2019,jardin,G_Superior,1,R2,8,17
2019,jardin,G_Superior,2,R1,6,19
2019,jardin,G_Superior,2,R2,8,18
2019,jardin,G_Superior,2,R3,5,18
2019,jardin,G_Superior,3,R1,10,19
2019,jardin,G_Superior,3,R2,8,18
2019,jardin,G_July.Muscat,1,R1,12,16
2019,jardin,G_July.Muscat,1,R2,6,16
2019,jardin,G_Duc.Magenta,1,R1,7,14
2019,jardin,G_Duc.Magenta,1,R2,6,15
2019,jardin,G_Duc.Magenta,1,R3,8,14
2019,jardin,G_Duc.Magenta,2,R1,5,15
2019,jardin,G_Duc.Magenta,2,R2,6,15
2019,jardin,G_Duc.Magenta,2,R3,6,15
2019,jardin,G_Duc.Magenta,3,R1,4,13
2019,jardin,G_Duc.Magenta,3,R2,4,14
2019,jardin,G_Duc.Magenta,3,R3,4,13
2019,jardin,G_Moscatel.Oeiras.Faux,1,R1,2,19
2019,jardin,G_Moscatel.Oeiras.Faux,1,R2,5,21
2019,jardin,G_Moscatel.Oeiras.Faux,1,R3,7,18
2019,jardin,G_Moscatel.Oeiras.Faux,2,R1,3,19
2019,jardin,G_Moscatel.Oeiras.Faux,2,R2,4,17
2019,jardin,G_Moscatel.Oeiras.Faux,2,R3,2,19
2019,jardin,G_Moscatel.Oeiras.Faux,3,R1,3,17
2019,jardin,G_Moscatel.Oeiras.Faux,3,R2,6,17
2019,jardin,G_Moscatel.Oeiras.Faux,3,R3,3,16
2019,jardin,G_Mehdik,1,R1,2,17
2019,jardin,G_Mehdik,2,R1,2,16
2019,jardin,G_Mehdik,2,R2,2,17
2019,jardin,G_Mehdik,2,R3,3,17
2019,jardin,G_Mehdik,3,R1,5,17
2019,jardin,G_Mehdik,3,R2,6,16
2019,jardin,G_Mehdik,3,R3,3,17
2019,jardin,G_Dawn,1,R1,11,16
2019,jardin,G_Dawn,1,R2,6,15
2019,jardin,G_Dawn,1,R3,14,15
2019,jardin,G_Dawn,2,R1,7,24
2019,jardin,G_Dawn,2,R2,8,18
2019,jardin,G_Dawn,2,R3,12,21
2019,jardin,G_Dawn,3,R1,15,20
2019,jardin,G_Dawn,3,R2,6,18
2019,jardin,G_Dawn,3,R3,7,19
2019,jardin,G_Chirai.Obak,1,R1,13,16
2019,jardin,G_Chirai.Obak,1,R2,20,16
2019,jardin,G_Chirai.Obak,2,R1,24,13
2019,jardin,G_Chirai.Obak,2,R2,9,15
2019,jardin,G_Centennial,1,R1,11,20
2019,jardin,G_Centennial,1,R2,11,17
2019,jardin,G_Centennial,2,R1,14,17
2019,jardin,G_Centennial,2,R2,12,18
2019,jardin,G_Centennial,2,R3,11,18
2019,jardin,G_Centennial,3,R1,9,20
2019,jardin,G_Centennial,3,R2,11,19
2019,jardin,G_Centennial,3,R3,8,21
2019,jardin,G_Portugais.Bleu,1,R1,8,18
2019,jardin,G_Portugais.Bleu,1,R2,7,18
2019,jardin,G_Portugais.Bleu,1,R3,12,16
2019,jardin,G_Cardinal,1,R1,6,16
2019,jardin,G_Cardinal,1,R2,10,16
2019,jardin,G_Cardinal,1,R3,10,18
2019,jardin,G_Cardinal,2,R1,6,19
2019,jardin,G_Cardinal,2,R2,8,16
2019,jardin,G_Cardinal,2,R3,8,16
2019,jardin,G_Cardinal,3,R1,5,16
2019,jardin,G_Cardinal,3,R2,7,15
2019,jardin,G_Cardinal,3,R3,6,17
2019,jardin,G_Pervenetz,1,R1,10,17
2019,jardin,G_Pervenetz,1,R1,10,19
2019,jardin,G_Pervenetz,1,R2,7,16
2019,jardin,G_Pervenetz,1,R2,7,18
2019,jardin,G_Pervenetz,1,R3,6,17
2019,jardin,G_Pervenetz,1,R3,6,19
2019,jardin,G_Pervenetz,2,R1,10,17
2019,jardin,G_Pervenetz,2,R2,9,17
2019,jardin,G_Pervenetz,2,R3,6,18
2019,jardin,G_Pervenetz,3,R1,5,16
2019,jardin,G_Pervenetz,3,R1,5,19
2019,jardin,G_Pervenetz,3,R2,4,17
2019,jardin,G_Pervenetz,3,R2,4,19
2019,jardin,G_Pervenetz,3,R3,4,18
2019,jardin,G_Pervenetz,3,R3,4,17
2019,jardin,G_Monukka,1,R1,23,14
2019,jardin,G_Monukka,1,R2,24,14
2019,jardin,G_Monukka,1,R3,15,14
2019,jardin,G_Monukka,2,R1,25,19
2019,jardin,G_Monukka,2,R2,30,16
2019,jardin,G_Big.Red,1,R1,15,18
2019,jardin,G_Big.Red,1,R2,3,15
2019,jardin,G_Big.Red,1,R3,8,19
2019,jardin,G_Big.Red,2,R1,6,20
2019,jardin,G_Big.Red,2,R2,11,18
2019,jardin,G_Big.Red,2,R3,17,17
2019,jardin,G_Big.Red,3,R1,11,18
2019,jardin,G_Big.Red,3,R2,11,18
2019,jardin,G_Big.Red,3,R3,9,17
2019,jardin,G_Cesar,1,R1,17,20
2019,jardin,G_Cesar,1,R2,8,18
2019,jardin,G_Cesar,1,R3,9,18
2019,jardin,G_Cesar,2,R1,9,20
2019,jardin,G_Cesar,2,R2,7,17
2019,jardin,G_Cesar,2,R3,14,17
2019,jardin,G_Cesar,3,R1,8,18
2019,jardin,G_Cesar,3,R2,6,17
2019,jardin,G_Cesar,3,R3,29,17
2019,jardin,G_Sultanina.Monococo,1,R1,18,18
2019,jardin,G_Sultanina.Monococo,1,R2,20,18
2019,jardin,G_Sultanina.Monococo,1,R3,17,19
2019,jardin,G_Sultanina.Monococo,2,R1,19,12
2019,jardin,G_Sultanina.Monococo,2,R2,12,16
2019,jardin,G_Sultanina.Monococo,2,R3,19,15
2019,jardin,G_Sultanina.Monococo,3,R1,14,17
2019,jardin,G_Sultanina.Monococo,3,R2,20,15
2019,jardin,G_Sultanina.Monococo,3,R3,14,15
2019,jardin,G_Pletchistik,1,R1,5,19
2019,jardin,G_Pletchistik,1,R2,11,18
2019,jardin,G_Pletchistik,1,R3,5,17
2019,jardin,G_Pletchistik,2,R1,11,15
2019,jardin,G_Pletchistik,2,R2,10,16
2019,jardin,G_Pletchistik,2,R3,8,15
2019,jardin,G_Pletchistik,3,R1,13,17
2019,jardin,G_Pletchistik,3,R2,9,17
2019,jardin,G_Pletchistik,3,R3,3,17
2019,jardin,G_Magdalena,1,R1,7,19
2019,jardin,G_Magdalena,1,R2,7,20
2019,jardin,G_Magdalena,1,R3,6,20
2019,jardin,G_Magdalena,2,R1,5,18
2019,jardin,G_Magdalena,2,R2,5,16
2019,jardin,G_Magdalena,2,R3,4,16
2019,jardin,G_Magdalena,3,R1,6,18
2019,jardin,G_Magdalena,3,R2,6,19
2019,jardin,G_Magdalena,3,R3,7,17
2019,jardin,G_Delizia.di.Vaprio,1,R1,14,16
2019,jardin,G_Delizia.di.Vaprio,1,R2,14,14
2019,jardin,G_Delizia.di.Vaprio,1,R3,8,15
2019,jardin,G_Delizia.di.Vaprio,2,R1,6,23
2019,jardin,G_Delizia.di.Vaprio,2,R2,6,21
2019,jardin,G_Delizia.di.Vaprio,2,R3,5,19
2019,jardin,G_Black,1,R1,5,15
2019,jardin,G_Black,1,R2,7,16
2019,jardin,G_Black,1,R3,11,15
2019,jardin,G_Fue.Fuki,1,R1,11,20
2019,jardin,G_Fue.Fuki,1,R2,15,20
2019,jardin,G_Fue.Fuki,1,R3,7,19
2019,jardin,G_Autumn.Seedless,1,R1,11,19
2019,jardin,G_Autumn.Seedless,1,R2,13,18
2019,jardin,G_Autumn.Seedless,1,R3,15,18
2019,jardin,G_Chouchillon,1,R1,14,16
2019,jardin,G_Chouchillon,1,R2,9,17
2019,jardin,G_Chouchillon,1,R3,18,18
2019,jardin,G_K.Belyi,1,R1,7,16
2019,jardin,G_K.Belyi,1,R2,9,16
2019,jardin,G_K.Belyi,1,R3,3,17
2019,jardin,G_Seleccion.5,1,R1,10,16
2019,jardin,G_Seleccion.5,1,R2,6,18
2019,jardin,G_Seleccion.5,1,R3,9,16
2019,jardin,G_Seleccion.5,2,R1,11,19
2019,jardin,G_Seleccion.5,2,R2,9,19
2019,jardin,G_Seleccion.5,2,R3,11,20
2019,jardin,G_Seleccion.5,3,R1,12,19
2019,jardin,G_Seleccion.5,3,R2,13,16
2019,jardin,G_Seleccion.5,3,R3,8,18
2019,jardin,G_Crimson,1,R1,14,18
2019,jardin,G_Crimson,1,R2,6,20
2019,jardin,G_Crimson,1,R3,8,19
2019,jardin,G_Crimson,2,R1,14,12
2019,jardin,G_Crimson,2,R2,6,17
2019,jardin,G_Crimson,2,R3,12,19
2019,jardin,G_Crimson,3,R1,12,17
2019,jardin,G_Crimson,3,R2,6,17
2019,jardin,G_Crimson,3,R3,11,17
2019,jardin,G_Iniagrape.one,1,R1,12,24
2019,jardin,G_Iniagrape.one,1,R2,6,22
2019,jardin,G_Iniagrape.one,1,R3,9,22
2019,jardin,G_Iniagrape.one,2,R1,8,24
2019,jardin,G_Iniagrape.one,2,R2,4,24
2019,jardin,G_Iniagrape.one,2,R3,8,24
2019,jardin,G_Iniagrape.one,3,R1,2,22
2019,jardin,G_Iniagrape.one,3,R2,3,21
2019,jardin,G_Iniagrape.one,3,R3,7,26
2019,jardin,G_Melissa,1,R1,3,8
2019,jardin,G_Melissa,1,R2,4,18
2019,jardin,G_Melissa,2,R1,2,20
2019,jardin,G_Melissa,2,R2,1,17
2019,jardin,G_Melissa,2,R3,4,14
2019,jardin,G_Melissa,3,R1,4,12
2019,jardin,G_Melissa,3,R2,4,12
2019,jardin,G_Assyl.Kara,1,R1,16,14
2019,jardin,G_Assyl.Kara,1,R2,10,14
2019,jardin,G_Assyl.Kara,1,R3,4,15
2019,jardin,G_Assyl.Kara,2,R1,8,17
2019,jardin,G_Assyl.Kara,2,R2,10,16
2019,jardin,G_Assyl.Kara,2,R3,10,16
2019,jardin,G_Assyl.Kara,3,R1,18,17
2019,jardin,G_Assyl.Kara,3,R2,10,15
2019,jardin,G_Assyl.Kara,3,R3,10,16
2019,jardin,G_Canner,1,R1,9,17
2019,jardin,G_Canner,1,R2,7,16
2019,jardin,G_Canner,1,R3,8,18
2019,jardin,G_Canner,2,R1,11,17
2019,jardin,G_Canner,2,R2,8,17
2019,jardin,G_Canner,2,R3,6,17
2019,jardin,G_Canner,3,R1,5,15
2019,jardin,G_Canner,3,R2,8,15
2019,jardin,G_Canner,3,R3,8,16
2019,jardin,G_Verdot,1,R1,6,20
2019,jardin,G_Verdot,1,R2,4,17
2019,jardin,G_Verdot,1,R3,5,16
2019,jardin,G_Verdot,2,R1,8,19
2019,jardin,G_Verdot,2,R2,5,17
2019,jardin,G_Verdot,2,R3,8,17
2019,jardin,G_Verdot,3,R1,5,17
2019,jardin,G_Verdot,3,R2,4,17
2019,jardin,G_Verdot,3,R3,3,17
2019,jardin,G_Ruby.Cabernet,1,R1,4,19
2019,jardin,G_Ruby.Cabernet,1,R2,5,16
2019,jardin,G_Ruby.Cabernet,1,R3,8,16
2019,jardin,G_Ruby.Cabernet,2,R1,4,21
2019,jardin,G_Ruby.Cabernet,2,R2,4,21
2019,jardin,G_Ruby.Cabernet,2,R3,6,18
2019,jardin,G_Ruby.Cabernet,3,R1,8,18
2019,jardin,G_Ruby.Cabernet,3,R2,4,17
2019,jardin,G_Ruby.Cabernet,3,R3,3,19
2019,jardin,G_Queen,1,R1,17,17
2019,jardin,G_Queen,1,R2,12,14
2019,jardin,G_Queen,1,R3,6,15
2019,jardin,G_Queen,2,R1,4,18
2019,jardin,G_Queen,2,R2,11,17
2019,jardin,G_Queen,2,R3,10,16
2019,jardin,G_Queen,3,R1,12,14
2019,jardin,G_Queen,3,R2,14,15
2019,jardin,G_Queen,3,R3,8,17
2019,jardin,G_Emperor,1,R1,6,16
2019,jardin,G_Emperor,1,R2,4,16
2019,jardin,G_Emperor,1,R3,14,15
2019,jardin,G_Emperor,2,R1,8,16
2019,jardin,G_Emperor,2,R2,7,16
2019,jardin,G_Emperor,2,R3,8,16
2019,jardin,G_Emperor,3,R1,4,14
2019,jardin,G_Emperor,3,R2,6,15
2019,jardin,G_Emperor,3,R3,7,14
2019,jardin,G_Patagonia,1,R1,12,17
2019,jardin,G_Patagonia,1,R2,14,16
2019,jardin,G_Patagonia,1,R3,9,17
2019,jardin,G_Patagonia,2,R1,21,15
2019,jardin,G_Patagonia,2,R2,9,15
2019,jardin,G_Patagonia,2,R3,12,17
2019,jardin,G_Patagonia,3,R1,15,17
2019,jardin,G_Patagonia,3,R2,26,15
2019,jardin,G_Patagonia,3,R3,15,15
2019,jardin,G_Kyoho,1,R1,5,16
2019,jardin,G_Kyoho,1,R2,2,17
2019,jardin,G_Kyoho,1,R3,3,16
2019,jardin,G_Kyoho,2,R1,2,16
2019,jardin,G_Kyoho,2,R2,5,16
2019,jardin,G_Kyoho,3,R1,4,16
2019,jardin,G_Kyoho,3,R2,4,15
2019,jardin,G_Kyoho,3,R3,10,16
2019,jardin,G_Lameiro,1,R1,5,19
2019,jardin,G_Lameiro,1,R2,5,20
2019,jardin,G_Lameiro,1,R3,5,21
2019,jardin,G_Lameiro,2,R1,7,21
2019,jardin,G_Lameiro,2,R2,8,20
2019,jardin,G_Lameiro,2,R3,4,17
2019,jardin,G_Tsolikouri,1,R1,7,21
2019,jardin,G_Tsolikouri,1,R2,10,18
2019,jardin,G_Tsolikouri,1,R3,10,20
2019,jardin,G_Tsolikouri,2,R1,9,18
2019,jardin,G_Tsolikouri,2,R2,6,14
2019,jardin,G_Tsolikouri,2,R3,7,16
2019,jardin,G_Tsolikouri,3,R1,9,18
2019,jardin,G_Tsolikouri,3,R2,9,16
2019,jardin,G_Tsolikouri,3,R3,10,20
2019,jardin,G_Orbois,1,R1,8,16
2019,jardin,G_Orbois,1,R2,6,16
2019,jardin,G_Orbois,1,R3,4,19
2019,jardin,G_Orbois,2,R1,5,14
2019,jardin,G_Orbois,2,R2,5,13
2019,jardin,G_Orbois,2,R3,7,15
2019,jardin,G_Orbois,3,R1,5,17
2019,jardin,G_Orbois,3,R2,6,19
2019,jardin,G_Orbois,3,R3,5,17
2019,jardin,G_Pervenetz,1,R1,11,17
2019,jardin,G_Pervenetz,1,R1,11,19
2019,jardin,G_Pervenetz,1,R2,9,16
2019,jardin,G_Pervenetz,1,R2,9,18
2019,jardin,G_Pervenetz,1,R3,9,17
2019,jardin,G_Pervenetz,1,R3,9,19
2019,jardin,G_Pervenetz,3,R1,7,16
2019,jardin,G_Pervenetz,3,R1,7,19
2019,jardin,G_Pervenetz,3,R3,5,18
2019,jardin,G_Pervenetz,3,R3,5,17
2019,jardin,G_Lameiro,3,R1,8,20
2019,jardin,G_Lameiro,3,R2,8,18
2019,jardin,G_Lameiro,3,R3,11,19
2019,jardin,G_Orlovi.Nokti,1,R1,11.5,15
2019,jardin,G_Orlovi.Nokti,1,R2,6.9,13
2019,jardin,G_Orlovi.Nokti,1,R3,6.8,15
2019,jardin,G_Orlovi.Nokti,2,R1,5.9,16
2019,jardin,G_Orlovi.Nokti,2,R2,11.2,15
2019,jardin,G_Orlovi.Nokti,2,R3,6.4,17
2019,jardin,G_Orlovi.Nokti,3,R1,7,16
2019,jardin,G_Orlovi.Nokti,3,R2,8.1,17
2019,jardin,G_Orlovi.Nokti,3,R3,7.6,17
2019,jardin,G_Kapistroni.tetri,1,R1,6.6,17
2019,jardin,G_Kapistroni.tetri,1,R2,3.3,13
2019,jardin,G_Kapistroni.tetri,1,R3,4.1,14
2019,jardin,G_Kapistroni.tetri,2,R1,3.8,15
2019,jardin,G_Kapistroni.tetri,2,R2,6.1,16
2019,jardin,G_Kapistroni.tetri,2,R3,4,17
2019,jardin,G_Kapistroni.tetri,3,R1,4.3,17
2019,jardin,G_Kapistroni.tetri,3,R2,6,15
2019,jardin,G_Kapistroni.tetri,3,R3,6.1,19
2019,jardin,G_Variete.d.oasis.bou.chemma,1,R1,17.9,15
2019,jardin,G_Variete.d.oasis.bou.chemma,2,R1,15,16
2019,jardin,G_Variete.d.oasis.bou.chemma,2,R2,25.8,17
2019,jardin,G_Variete.d.oasis.bou.chemma,2,R3,9.8,16
2019,jardin,G_Variete.d.oasis.bou.chemma,3,R1,10.4,16
2019,jardin,G_Variete.d.oasis.bou.chemma,3,R2,17.9,15
2019,jardin,G_Variete.d.oasis.bou.chemma,3,R3,18.7,16
2019,jardin,G_Autumn.Royal,1,R1,6.7,17
2019,jardin,G_Autumn.Royal,1,R2,5.1,19
2019,jardin,G_Autumn.Royal,2,R1,8.5,15
2019,jardin,G_Autumn.Royal,2,R2,15.5,16
2019,jardin,G_Autumn.Royal,2,R3,7.9,16
2019,jardin,G_Autumn.Royal,3,R1,7.9,15
2019,jardin,G_Autumn.Royal,3,R2,8.5,14
2019,jardin,G_Autumn.Royal,3,R3,5.8,15
2019,jardin,G_Bogazkere,1,R1,4.8,15
2019,jardin,G_Bogazkere,1,R2,2.8,16
2019,jardin,G_Bogazkere,1,R3,4.9,17
2019,jardin,G_Bogazkere,2,R1,7.9,14
2019,jardin,G_Bogazkere,2,R2,6.2,16
2019,jardin,G_Bogazkere,2,R3,3.2,12
2019,jardin,G_Bogazkere,3,R1,5.1,15
2019,jardin,G_Bogazkere,3,R2,4.6,20
2019,jardin,G_Bogazkere,3,R3,6.1,18
2019,jardin,G_Italia,1,R1,10.8,17
2019,jardin,G_Italia,1,R2,4.8,18
2019,jardin,G_Italia,1,R3,3.6,14
2019,jardin,G_Italia,2,R1,5.6,17
2019,jardin,G_Italia,2,R2,7.7,16
2019,jardin,G_Italia,2,R3,9.3,16
2019,jardin,G_Voskeat,1,R1,6.1,18
2019,jardin,G_Voskeat,1,R2,2.3,20
2019,jardin,G_Voskeat,1,R3,9.2,20
2019,jardin,G_Voskeat,2,R1,11.7,19
2019,jardin,G_Voskeat,2,R2,8.9,21
2019,jardin,G_Voskeat,2,R3,6.8,17
2019,jardin,G_Voskeat,3,R1,4.3,19
2019,jardin,G_Voskeat,3,R2,2.7,17
2019,jardin,G_Voskeat,3,R3,12.1,17
2019,jardin,G_Plant.de.Maroc,1,R1,9.7,17
2019,jardin,G_Plant.de.Maroc,1,R2,23,15
2019,jardin,G_Plant.de.Maroc,1,R3,11.8,16
2019,jardin,G_Plant.de.Maroc,2,R1,20.1,16
2019,jardin,G_Plant.de.Maroc,2,R2,18.4,16
2019,jardin,G_Plant.de.Maroc,2,R3,16.2,16
2019,jardin,G_Plant.de.Maroc,3,R1,10.3,16
2019,jardin,G_Plant.de.Maroc,3,R2,9.8,18
2019,jardin,G_Plant.de.Maroc,3,R3,11.3,15
2019,jardin,G_23,1,R1,7.3,20
2019,jardin,G_23,1,R2,2.5,20
2019,jardin,G_23,1,R3,8.8,21
2019,jardin,G_23,2,R1,10,21
2019,jardin,G_23,2,R2,3.2,20
2019,jardin,G_23,2,R3,5.2,16
2019,jardin,G_23,3,R1,3.6,18
2019,jardin,G_23,3,R2,7.2,21
2019,jardin,G_23,3,R3,5.6,19
2019,jardin,G_Arna.Guirna,1,R1,9.6,18
2019,jardin,G_Arna.Guirna,1,R2,5.3,19
2019,jardin,G_Arna.Guirna,1,R3,3.1,19
2019,jardin,G_Arna.Guirna,2,R1,9.5,17
2019,jardin,G_Arna.Guirna,2,R2,7.2,17
2019,jardin,G_Arna.Guirna,2,R3,6.2,18
2019,jardin,G_Arna.Guirna,3,R1,4.6,16
2019,jardin,G_Arna.Guirna,3,R2,5.5,17
2019,jardin,G_Arna.Guirna,3,R3,4.4,18
2019,jardin,G_Varadi,1,R1,5.4,13
2019,jardin,G_Varadi,1,R2,6.5,17
2019,jardin,G_Varadi,2,R1,2.2,17
2019,jardin,G_Varadi,3,R1,5.7,16
2019,jardin,G_Varadi,3,R2,4.9,18
2019,jardin,G_Varadi,3,R3,12.4,17
2019,jardin,G_AK.ouziom,1,R1,14.9,16
2019,jardin,G_AK.ouziom,1,R2,19.1,17
2019,jardin,G_AK.ouziom,1,R3,10.7,18
2019,jardin,G_AK.ouziom,2,R1,8,18
2019,jardin,G_AK.ouziom,2,R2,6.9,17
2019,jardin,G_AK.ouziom,2,R3,8.3,17
2019,jardin,G_AK.ouziom,3,R1,10.7,17
2019,jardin,G_AK.ouziom,3,R2,3.1,15
2019,jardin,G_AK.ouziom,3,R3,6.1,16
2019,jardin,G_Italia.Pirovano,1,R1,6.9,15
2019,jardin,G_Italia.Pirovano,1,R2,10.1,15
2019,jardin,G_Italia.Pirovano,1,R3,5.9,16
2019,jardin,G_Italia.Pirovano,2,R1,4.7,17
2019,jardin,G_Italia.Pirovano,2,R2,3.8,20
2019,jardin,G_Italia.Pirovano,2,R3,5,19
2019,jardin,G_Exotic,1,R1,14,14
2019,jardin,G_Exotic,1,R2,11.5,14
2019,jardin,G_Exotic,1,R3,3.8,16
2019,jardin,G_Exotic,2,R1,7.4,13
2019,jardin,G_Exotic,2,R2,17,15
2019,jardin,G_Exotic,2,R3,7.7,11
2019,jardin,G_Exotic,3,R1,10.2,12
2019,jardin,G_Exotic,3,R2,6.3,14
2019,jardin,G_Exotic,3,R3,6.8,16
2019,jardin,G_Korithi,1,R1,9.8,17
2019,jardin,G_Korithi,1,R2,13.5,17
2019,jardin,G_Korithi,1,R3,17.9,19
2019,jardin,G_Korithi,2,R1,11.7,17
2019,jardin,G_Korithi,2,R2,10.7,16
2019,jardin,G_Korithi,2,R3,13.7,17
2019,jardin,G_Medouar,1,R1,4.2,15
2019,jardin,G_Medouar,1,R2,10,17
2019,jardin,G_Medouar,1,R3,8,17
2019,jardin,G_Medouar,2,R1,5.4,18
2019,jardin,G_Medouar,2,R2,6.6,18
2019,jardin,G_Medouar,2,R3,12.7,18
2019,jardin,G_Medouar,3,R1,5.8,15
2019,jardin,G_Medouar,3,R2,12.4,17
2019,jardin,G_Medouar,3,R3,6.4,17
2019,jardin,G_San.Francisco,1,R1,4,17
2019,jardin,G_San.Francisco,1,R2,9.7,17
2019,jardin,G_San.Francisco,1,R3,12.9,17
2019,jardin,G_San.Francisco,2,R1,6.8,19
2019,jardin,G_San.Francisco,2,R2,9.5,20
2019,jardin,G_San.Francisco,2,R3,9.7,21
2019,jardin,G_Maravilla.de.Malaga,1,R1,10.4,14
2019,jardin,G_Maravilla.de.Malaga,1,R2,7.1,13
2019,jardin,G_Maravilla.de.Malaga,1,R3,8.6,14
2019,jardin,G_Maravilla.de.Malaga,2,R1,11.3,17
2019,jardin,G_Maravilla.de.Malaga,2,R2,6.5,18
2019,jardin,G_Maravilla.de.Malaga,2,R3,8.9,18
2019,jardin,G_Red.Globe,1,R1,7.3,13
2019,jardin,G_Red.Globe,1,R2,10.2,13
2019,jardin,G_Red.Globe,1,R3,9,12
2019,jardin,G_Red.Globe,2,R1,13.3,17
2019,jardin,G_Red.Globe,2,R2,14.7,15
2019,jardin,G_Red.Globe,2,R3,2.9,15
2019,jardin,G_Red.Globe,3,R1,7.2,18
2019,jardin,G_Red.Globe,3,R2,23.9,16
2019,jardin,G_Red.Globe,3,R3,4.8,17
2019,jardin,G_Retagliado.Bianco,1,R1,5.5,13
2019,jardin,G_Retagliado.Bianco,1,R2,7.6,14
2019,jardin,G_Retagliado.Bianco,1,R3,2.8,18
2019,jardin,G_Retagliado.Bianco,2,R1,8.9,15
2019,jardin,G_Retagliado.Bianco,2,R2,7.2,14
2019,jardin,G_Retagliado.Bianco,2,R3,8.3,20
2019,jardin,G_Retagliado.Bianco,3,R1,8.9,17
2019,jardin,G_Retagliado.Bianco,3,R2,5.7,16
2019,jardin,G_Retagliado.Bianco,3,R3,4.7,18
2019,jardin,G_Uva.Rey,1,R1,17.2,17
2019,jardin,G_Uva.Rey,1,R2,8.5,17
2019,jardin,G_Uva.Rey,1,R3,17.3,17
2019,jardin,G_Uva.Rey,2,R1,5.2,16
2019,jardin,G_Uva.Rey,2,R2,5.7,15
2019,jardin,G_Uva.Rey,2,R3,3.5,16
2019,jardin,G_Uva.Rey,3,R1,3.9,17
2019,jardin,G_Uva.Rey,3,R2,8.5,20
2019,jardin,G_Uva.Rey,3,R3,9.5,20
2019,jardin,G_Agourane,1,R1,4.3,16
2019,jardin,G_Agourane,1,R2,2.4,15
2019,jardin,G_Agourane,1,R3,1.7,16
2019,jardin,G_Agourane,2,R1,6.2,17
2019,jardin,G_Agourane,2,R2,14.8,16
2019,jardin,G_Agourane,2,R3,2.8,NA
